id,name,mimeType,webContentLink,webViewLink,preview_link,download_link,view_link
1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV,0801.mp4,video/mp4,https://drive.google.com/uc?id=1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV&export=download,https://drive.google.com/file/d/1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV/view?usp=drivesdk,https://drive.google.com/file/d/1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV/preview,https://drive.google.com/uc?export=download&id=1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV,https://drive.google.com/file/d/1dYDvOoT6YeOcPb2dNNbD8OxN9GAMuxbV/view
1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB,0800.mp4,video/mp4,https://drive.google.com/uc?id=1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB&export=download,https://drive.google.com/file/d/1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB/view?usp=drivesdk,https://drive.google.com/file/d/1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB/preview,https://drive.google.com/uc?export=download&id=1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB,https://drive.google.com/file/d/1GIAK1KzmErjq7mgz7ARNn-J3M60SwGVB/view
104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T,0799.mp4,video/mp4,https://drive.google.com/uc?id=104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T&export=download,https://drive.google.com/file/d/104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T/view?usp=drivesdk,https://drive.google.com/file/d/104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T/preview,https://drive.google.com/uc?export=download&id=104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T,https://drive.google.com/file/d/104sEQrvIj_quMguwdrrFnJ7ddNgLPz7T/view
1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb,0798.mp4,video/mp4,https://drive.google.com/uc?id=1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb&export=download,https://drive.google.com/file/d/1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb/view?usp=drivesdk,https://drive.google.com/file/d/1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb/preview,https://drive.google.com/uc?export=download&id=1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb,https://drive.google.com/file/d/1RODLfaRqjaGAIkUwxjSo7qU-t359D1Lb/view
1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX,0797.mp4,video/mp4,https://drive.google.com/uc?id=1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX&export=download,https://drive.google.com/file/d/1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX/view?usp=drivesdk,https://drive.google.com/file/d/1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX/preview,https://drive.google.com/uc?export=download&id=1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX,https://drive.google.com/file/d/1QhWt1V5WR6RxwPbemkUCW7_01w-CMhjX/view
1FCV9eri7huqpOqDituViNeUgJOvjgBND,0796.mp4,video/mp4,https://drive.google.com/uc?id=1FCV9eri7huqpOqDituViNeUgJOvjgBND&export=download,https://drive.google.com/file/d/1FCV9eri7huqpOqDituViNeUgJOvjgBND/view?usp=drivesdk,https://drive.google.com/file/d/1FCV9eri7huqpOqDituViNeUgJOvjgBND/preview,https://drive.google.com/uc?export=download&id=1FCV9eri7huqpOqDituViNeUgJOvjgBND,https://drive.google.com/file/d/1FCV9eri7huqpOqDituViNeUgJOvjgBND/view
1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0,0795.mp4,video/mp4,https://drive.google.com/uc?id=1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0&export=download,https://drive.google.com/file/d/1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0/view?usp=drivesdk,https://drive.google.com/file/d/1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0/preview,https://drive.google.com/uc?export=download&id=1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0,https://drive.google.com/file/d/1KRs7rCwhmu1qwYefHT0ijNp38x8N9GB0/view
18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK,0794.mp4,video/mp4,https://drive.google.com/uc?id=18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK&export=download,https://drive.google.com/file/d/18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK/view?usp=drivesdk,https://drive.google.com/file/d/18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK/preview,https://drive.google.com/uc?export=download&id=18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK,https://drive.google.com/file/d/18ZGgmPVT5flEhV3QLXqEjWXDILt9HkOK/view
1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8,0793.mp4,video/mp4,https://drive.google.com/uc?id=1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8&export=download,https://drive.google.com/file/d/1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8/view?usp=drivesdk,https://drive.google.com/file/d/1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8/preview,https://drive.google.com/uc?export=download&id=1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8,https://drive.google.com/file/d/1KkSwdIZQMni8_eATiI-JmKjxkf6D5WV8/view
1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4,0792.mp4,video/mp4,https://drive.google.com/uc?id=1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4&export=download,https://drive.google.com/file/d/1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4/view?usp=drivesdk,https://drive.google.com/file/d/1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4/preview,https://drive.google.com/uc?export=download&id=1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4,https://drive.google.com/file/d/1x_gZlfBUzyxS6YqqrSloRIJ4mLdSSQu4/view
1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG,0791.mp4,video/mp4,https://drive.google.com/uc?id=1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG&export=download,https://drive.google.com/file/d/1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG/view?usp=drivesdk,https://drive.google.com/file/d/1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG/preview,https://drive.google.com/uc?export=download&id=1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG,https://drive.google.com/file/d/1AISttQHNbrYIsJyYC6YcdJSFO5OYQkZG/view
1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv,0790.mp4,video/mp4,https://drive.google.com/uc?id=1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv&export=download,https://drive.google.com/file/d/1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv/view?usp=drivesdk,https://drive.google.com/file/d/1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv/preview,https://drive.google.com/uc?export=download&id=1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv,https://drive.google.com/file/d/1GD4hob7Wc2qcEO89RG1JbvhbtTSFOCUv/view
1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY,0789.mp4,video/mp4,https://drive.google.com/uc?id=1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY&export=download,https://drive.google.com/file/d/1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY/view?usp=drivesdk,https://drive.google.com/file/d/1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY/preview,https://drive.google.com/uc?export=download&id=1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY,https://drive.google.com/file/d/1U-YZGCEUkYFoKmkIZ-N2bYe0vgsLO0kY/view
14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w,0788.mp4,video/mp4,https://drive.google.com/uc?id=14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w&export=download,https://drive.google.com/file/d/14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w/view?usp=drivesdk,https://drive.google.com/file/d/14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w/preview,https://drive.google.com/uc?export=download&id=14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w,https://drive.google.com/file/d/14EtdiJylcVUhsDNsCJcFOTyyiAARsa1w/view
1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7,0787.mp4,video/mp4,https://drive.google.com/uc?id=1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7&export=download,https://drive.google.com/file/d/1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7/view?usp=drivesdk,https://drive.google.com/file/d/1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7/preview,https://drive.google.com/uc?export=download&id=1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7,https://drive.google.com/file/d/1gugyjQNSGUGkV32H4c7ibdb5a5Bjwwj7/view
1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO,0786.mp4,video/mp4,https://drive.google.com/uc?id=1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO&export=download,https://drive.google.com/file/d/1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO/view?usp=drivesdk,https://drive.google.com/file/d/1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO/preview,https://drive.google.com/uc?export=download&id=1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO,https://drive.google.com/file/d/1RBIyv-SL0ZId7j5KuNV586vpcJvNiiBO/view
1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_,0785.mp4,video/mp4,https://drive.google.com/uc?id=1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_&export=download,https://drive.google.com/file/d/1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_/view?usp=drivesdk,https://drive.google.com/file/d/1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_/preview,https://drive.google.com/uc?export=download&id=1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_,https://drive.google.com/file/d/1L-1yOvcMw7b4k36QPJtKTXotOTkdVGp_/view
1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z,0784.mp4,video/mp4,https://drive.google.com/uc?id=1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z&export=download,https://drive.google.com/file/d/1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z/view?usp=drivesdk,https://drive.google.com/file/d/1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z/preview,https://drive.google.com/uc?export=download&id=1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z,https://drive.google.com/file/d/1DrXkYcSb2kFxqYViWebjAeu9vfS3GB-Z/view
13boTcmbZVYGohhAObyMN5iqPiGetJd8V,0783.mp4,video/mp4,https://drive.google.com/uc?id=13boTcmbZVYGohhAObyMN5iqPiGetJd8V&export=download,https://drive.google.com/file/d/13boTcmbZVYGohhAObyMN5iqPiGetJd8V/view?usp=drivesdk,https://drive.google.com/file/d/13boTcmbZVYGohhAObyMN5iqPiGetJd8V/preview,https://drive.google.com/uc?export=download&id=13boTcmbZVYGohhAObyMN5iqPiGetJd8V,https://drive.google.com/file/d/13boTcmbZVYGohhAObyMN5iqPiGetJd8V/view
1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK,0782.mp4,video/mp4,https://drive.google.com/uc?id=1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK&export=download,https://drive.google.com/file/d/1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK/view?usp=drivesdk,https://drive.google.com/file/d/1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK/preview,https://drive.google.com/uc?export=download&id=1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK,https://drive.google.com/file/d/1Ri3RFeMs3C-9P4wID11I-WdJ3YqxpyVK/view
166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H,0781.mp4,video/mp4,https://drive.google.com/uc?id=166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H&export=download,https://drive.google.com/file/d/166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H/view?usp=drivesdk,https://drive.google.com/file/d/166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H/preview,https://drive.google.com/uc?export=download&id=166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H,https://drive.google.com/file/d/166dvqbzaDquIFHEiWtzJJy1yMFUZNQ1H/view
1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr,0780.mp4,video/mp4,https://drive.google.com/uc?id=1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr&export=download,https://drive.google.com/file/d/1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr/view?usp=drivesdk,https://drive.google.com/file/d/1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr/preview,https://drive.google.com/uc?export=download&id=1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr,https://drive.google.com/file/d/1PY3zzKEf_lNF_gwvfvBA-0OzxWofNTcr/view
1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd,0779.mp4,video/mp4,https://drive.google.com/uc?id=1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd&export=download,https://drive.google.com/file/d/1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd/view?usp=drivesdk,https://drive.google.com/file/d/1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd/preview,https://drive.google.com/uc?export=download&id=1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd,https://drive.google.com/file/d/1gv2v0svyOtdHTDHrB4LpSCGsN1xj4yHd/view
1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI,0778.mp4,video/mp4,https://drive.google.com/uc?id=1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI&export=download,https://drive.google.com/file/d/1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI/view?usp=drivesdk,https://drive.google.com/file/d/1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI/preview,https://drive.google.com/uc?export=download&id=1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI,https://drive.google.com/file/d/1zXii85xEGMwUczS8P5kmGvTZ40Dr3NdI/view
121_2x5MvES5ovYVpgXO0h1gYfg1FBISn,0777.mp4,video/mp4,https://drive.google.com/uc?id=121_2x5MvES5ovYVpgXO0h1gYfg1FBISn&export=download,https://drive.google.com/file/d/121_2x5MvES5ovYVpgXO0h1gYfg1FBISn/view?usp=drivesdk,https://drive.google.com/file/d/121_2x5MvES5ovYVpgXO0h1gYfg1FBISn/preview,https://drive.google.com/uc?export=download&id=121_2x5MvES5ovYVpgXO0h1gYfg1FBISn,https://drive.google.com/file/d/121_2x5MvES5ovYVpgXO0h1gYfg1FBISn/view
1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj,0776.mp4,video/mp4,https://drive.google.com/uc?id=1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj&export=download,https://drive.google.com/file/d/1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj/view?usp=drivesdk,https://drive.google.com/file/d/1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj/preview,https://drive.google.com/uc?export=download&id=1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj,https://drive.google.com/file/d/1ueK5JnZ7CBoG_T2_LV-ApujCrPBN1JFj/view
1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ,0775.mp4,video/mp4,https://drive.google.com/uc?id=1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ&export=download,https://drive.google.com/file/d/1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ/view?usp=drivesdk,https://drive.google.com/file/d/1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ/preview,https://drive.google.com/uc?export=download&id=1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ,https://drive.google.com/file/d/1-Z_eLZwJZ_MlJc0OIrWuMh12rLsIfCkQ/view
11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT,0774.mp4,video/mp4,https://drive.google.com/uc?id=11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT&export=download,https://drive.google.com/file/d/11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT/view?usp=drivesdk,https://drive.google.com/file/d/11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT/preview,https://drive.google.com/uc?export=download&id=11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT,https://drive.google.com/file/d/11ZlPFkoTex5DZfvKzwlN-EW9N7OavdvT/view
1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T,0773.mp4,video/mp4,https://drive.google.com/uc?id=1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T&export=download,https://drive.google.com/file/d/1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T/view?usp=drivesdk,https://drive.google.com/file/d/1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T/preview,https://drive.google.com/uc?export=download&id=1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T,https://drive.google.com/file/d/1-ZX3m9QrCNfQrKHPjm5XRCFDeDscBY6T/view
1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy,0772.mp4,video/mp4,https://drive.google.com/uc?id=1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy&export=download,https://drive.google.com/file/d/1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy/view?usp=drivesdk,https://drive.google.com/file/d/1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy/preview,https://drive.google.com/uc?export=download&id=1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy,https://drive.google.com/file/d/1rZDSJ2Xq0xm7OgwgOTctEoHdB7bJ7dRy/view
1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm,0771.mp4,video/mp4,https://drive.google.com/uc?id=1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm&export=download,https://drive.google.com/file/d/1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm/view?usp=drivesdk,https://drive.google.com/file/d/1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm/preview,https://drive.google.com/uc?export=download&id=1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm,https://drive.google.com/file/d/1ePBzhSXoh5uWKBTiU4Ed1I-AqJwUUbwm/view
1DAwbVTyOv-9eF984hpFuY-JUuut6nETz,0770.mp4,video/mp4,https://drive.google.com/uc?id=1DAwbVTyOv-9eF984hpFuY-JUuut6nETz&export=download,https://drive.google.com/file/d/1DAwbVTyOv-9eF984hpFuY-JUuut6nETz/view?usp=drivesdk,https://drive.google.com/file/d/1DAwbVTyOv-9eF984hpFuY-JUuut6nETz/preview,https://drive.google.com/uc?export=download&id=1DAwbVTyOv-9eF984hpFuY-JUuut6nETz,https://drive.google.com/file/d/1DAwbVTyOv-9eF984hpFuY-JUuut6nETz/view
1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V,0769.mp4,video/mp4,https://drive.google.com/uc?id=1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V&export=download,https://drive.google.com/file/d/1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V/view?usp=drivesdk,https://drive.google.com/file/d/1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V/preview,https://drive.google.com/uc?export=download&id=1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V,https://drive.google.com/file/d/1I2oRFT2CGQzAK7DtE1-kfMRFfof6Ra3V/view
1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa,0768.mp4,video/mp4,https://drive.google.com/uc?id=1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa&export=download,https://drive.google.com/file/d/1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa/view?usp=drivesdk,https://drive.google.com/file/d/1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa/preview,https://drive.google.com/uc?export=download&id=1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa,https://drive.google.com/file/d/1LfS2tMBlHpedoFdsQH2g2UJO-I08hPLa/view
1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD,0767.mp4,video/mp4,https://drive.google.com/uc?id=1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD&export=download,https://drive.google.com/file/d/1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD/view?usp=drivesdk,https://drive.google.com/file/d/1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD/preview,https://drive.google.com/uc?export=download&id=1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD,https://drive.google.com/file/d/1VjCDaIel6S718W2jjyyTIuyoZLdGsBeD/view
1AhRVzVIcVABmbkseWrULuV4niRWP-5NE,0766.mp4,video/mp4,https://drive.google.com/uc?id=1AhRVzVIcVABmbkseWrULuV4niRWP-5NE&export=download,https://drive.google.com/file/d/1AhRVzVIcVABmbkseWrULuV4niRWP-5NE/view?usp=drivesdk,https://drive.google.com/file/d/1AhRVzVIcVABmbkseWrULuV4niRWP-5NE/preview,https://drive.google.com/uc?export=download&id=1AhRVzVIcVABmbkseWrULuV4niRWP-5NE,https://drive.google.com/file/d/1AhRVzVIcVABmbkseWrULuV4niRWP-5NE/view
1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL,0765.mp4,video/mp4,https://drive.google.com/uc?id=1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL&export=download,https://drive.google.com/file/d/1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL/view?usp=drivesdk,https://drive.google.com/file/d/1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL/preview,https://drive.google.com/uc?export=download&id=1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL,https://drive.google.com/file/d/1FVdnrvGrvabsUdYzmhxuk-iSyDfe5pLL/view
19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq,0764.mp4,video/mp4,https://drive.google.com/uc?id=19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq&export=download,https://drive.google.com/file/d/19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq/view?usp=drivesdk,https://drive.google.com/file/d/19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq/preview,https://drive.google.com/uc?export=download&id=19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq,https://drive.google.com/file/d/19j1TPWpT5OIeqW0OzXPzO_PxYoYPaZmq/view
1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC,0763.mp4,video/mp4,https://drive.google.com/uc?id=1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC&export=download,https://drive.google.com/file/d/1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC/view?usp=drivesdk,https://drive.google.com/file/d/1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC/preview,https://drive.google.com/uc?export=download&id=1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC,https://drive.google.com/file/d/1GCxWIlXqqNguLoKdCzDQ0hc4U1FnfEAC/view
1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B,0762.mp4,video/mp4,https://drive.google.com/uc?id=1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B&export=download,https://drive.google.com/file/d/1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B/view?usp=drivesdk,https://drive.google.com/file/d/1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B/preview,https://drive.google.com/uc?export=download&id=1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B,https://drive.google.com/file/d/1hrS8MYplBNhVdQCiP0t0pN-l97FMgk8B/view
1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq,0761.mp4,video/mp4,https://drive.google.com/uc?id=1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq&export=download,https://drive.google.com/file/d/1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq/view?usp=drivesdk,https://drive.google.com/file/d/1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq/preview,https://drive.google.com/uc?export=download&id=1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq,https://drive.google.com/file/d/1vCfjg4jDpiqbyV-NIUpkat2kUXJlxMiq/view
1xzMYBptSs6b0JPZVptisix6JZcdjhN01,0760.mp4,video/mp4,https://drive.google.com/uc?id=1xzMYBptSs6b0JPZVptisix6JZcdjhN01&export=download,https://drive.google.com/file/d/1xzMYBptSs6b0JPZVptisix6JZcdjhN01/view?usp=drivesdk,https://drive.google.com/file/d/1xzMYBptSs6b0JPZVptisix6JZcdjhN01/preview,https://drive.google.com/uc?export=download&id=1xzMYBptSs6b0JPZVptisix6JZcdjhN01,https://drive.google.com/file/d/1xzMYBptSs6b0JPZVptisix6JZcdjhN01/view
1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL,0759.mp4,video/mp4,https://drive.google.com/uc?id=1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL&export=download,https://drive.google.com/file/d/1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL/view?usp=drivesdk,https://drive.google.com/file/d/1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL/preview,https://drive.google.com/uc?export=download&id=1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL,https://drive.google.com/file/d/1LDl9l1A8q4WX2jHbv4CSTzdShmmsvytL/view
1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5,0758.mp4,video/mp4,https://drive.google.com/uc?id=1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5&export=download,https://drive.google.com/file/d/1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5/view?usp=drivesdk,https://drive.google.com/file/d/1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5/preview,https://drive.google.com/uc?export=download&id=1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5,https://drive.google.com/file/d/1byv1DGI3cAvOuniaWxr0jMpg1GfdGnR5/view
1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin,0757.mp4,video/mp4,https://drive.google.com/uc?id=1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin&export=download,https://drive.google.com/file/d/1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin/view?usp=drivesdk,https://drive.google.com/file/d/1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin/preview,https://drive.google.com/uc?export=download&id=1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin,https://drive.google.com/file/d/1nPQChvwYSV8jC5OTpWt7oo95kTZwyZin/view
1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X,0756.mp4,video/mp4,https://drive.google.com/uc?id=1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X&export=download,https://drive.google.com/file/d/1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X/view?usp=drivesdk,https://drive.google.com/file/d/1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X/preview,https://drive.google.com/uc?export=download&id=1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X,https://drive.google.com/file/d/1VaNm1Wi04krkVyhXONsDSePHt-1kA-2X/view
